12:58:42 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/] 
13:46:43 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:46:43 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:46:43 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:46:43 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:46:43 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:46:43 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:46:43 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:46:43 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:46:43 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:46:44 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:46:45 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:46:45 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:46:45 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:46:45 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:46:45 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:46:45 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:46:45 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:46:45 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:46:45 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:47:06 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:48:08 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:12 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:13 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:13 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:13 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:13 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:14 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:14 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:14 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:14 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:14 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:48:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:49:29 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:49:29 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:49:29 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:49:29 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:49:29 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:49:29 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:49:29 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css.map] 
13:49:29 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js.map] 
13:49:29 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:49:29 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js.map] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css.map] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js.map] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/favicon-32x32.png] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js.map] 
13:50:20 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
13:52:12 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.html] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/index.css] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-initializer.js] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui.css.map] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-bundle.js.map] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs/swagger-config] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/swagger-ui/swagger-ui-standalone-preset.js.map] 
13:52:18 - REQUEST method = [GET] , path = [/iot-cloud-platform/v3/api-docs] 
